Customerid,Gender,Age,SeniorCitizen,Married,NumberOfDependents,Country,State,City,Latitude,Longitude,NumberOfReferrals,TenureInMonths,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGbDownload,Contract,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,ChurnLabel,ChurnScore,Cltv,ChurnCategory
6954-OOYZZ,Male,41,No,Yes,0,United States,California,Los Angeles,34.048013,-118.293953,10,18,45.92,No,Yes,DSL,17,Month-to-Month,Bank Withdrawal,44.35,768.05,0,0,826.56,1594.61,3,No,44,2935,
7088-FBAWU,Female,22,No,Yes,2,United States,California,Los Angeles,34.027337,-118.28515,8,17,44.9,No,Yes,DSL,47,Month-to-Month,Credit Card,74.55,1215.8,0,0,763.3,1979.1,3,No,22,4451,
8313-AFGBW,Male,55,No,Yes,0,United States,California,Los Angeles,34.008293,-118.346766,10,47,14.14,No,Yes,DSL,28,Two Year,Bank Withdrawal,73.6,3522.65,0,0,664.58,4187.23,4,No,51,4795,
3097-IDVPU,Male,51,No,Yes,2,United States,California,Los Angeles,34.065875,-118.238728,10,19,9.47,Yes,Yes,DSL,13,Month-to-Month,Credit Card,50.1,910.45,0,120,179.93,1210.38,5,No,76,5749,
2303-PJYHN,Female,27,No,Yes,0,United States,California,Los Angeles,34.039224,-118.266293,8,2,36.05,No,No,None,0,Month-to-Month,Bank Withdrawal,19.85,52,0,0,72.1,124.1,5,No,80,4107,
9795-VOWON,Male,23,No,No,0,United States,California,Los Angeles,34.028331,-118.354338,0,7,0,No,Yes,Cable,48,One Year,Credit Card,24.35,150.85,0,0,0,150.85,4,No,26,4665,
1237-WIYYZ,Female,49,No,No,0,United States,California,Los Angeles,34.052842,-118.264495,0,18,10.67,No,No,None,0,Month-to-Month,Credit Card,19.55,389.25,0,0,192.06,581.31,4,No,28,2386,
1987-AUELQ,Female,46,No,Yes,0,United States,California,Los Angeles,34.028735,-118.317236,0,71,44.84,Yes,No,None,0,Two Year,Credit Card,25.05,1873.7,0,0,3183.64,5057.34,5,No,52,6334,
4822-LPTYJ,Male,38,No,Yes,0,United States,California,Los Angeles,34.029043,-118.239504,8,72,16.5,Yes,Yes,Fiber Optic,22,Two Year,Bank Withdrawal,103.75,7346.2,0,130,1188,8664.2,4,No,45,4655,
8165-CBKXO,Male,35,No,Yes,3,United States,California,Los Angeles,34.02381,-118.156582,4,66,0,No,Yes,Cable,25,Two Year,Credit Card,56.75,3708.4,0,0,0,3708.4,3,No,46,5748,
6527-PZFPV,Male,19,No,Yes,2,United States,California,Los Angeles,34.017697,-118.200577,6,24,25.84,No,No,None,0,One Year,Credit Card,20.8,469.65,0,0,620.16,1089.81,5,No,48,4654,
9593-CVZKR,Female,20,No,Yes,2,United States,California,Los Angeles,34.046174,-118.446333,2,56,31.53,Yes,No,None,0,Two Year,Credit Card,24.45,1385.85,0,0,1765.68,3151.53,3,No,52,5577,
5236-XMZJY,Female,27,No,No,0,United States,California,Los Angeles,34.085807,-118.206617,0,42,22.08,No,Yes,Cable,26,Month-to-Month,Bank Withdrawal,59.65,2536.55,0,0,927.36,3463.91,3,No,80,3048,
4827-DPADN,Female,28,No,Yes,3,United States,California,Los Angeles,34.078821,-118.177576,3,72,24.48,Yes,Yes,Cable,69,Two Year,Bank Withdrawal,83.3,6042.7,0,80,1762.56,7885.26,3,No,61,4505,
2694-CIUMO,Female,47,No,No,0,United States,California,Los Angeles,34.050198,-118.210946,0,12,21.93,Yes,Yes,Fiber Optic,16,Month-to-Month,Credit Card,79.55,958.25,0,0,263.16,1221.41,3,No,62,3445,
5846-ABOBJ,Male,24,No,Yes,0,United States,California,Los Angeles,34.030578,-118.399613,2,71,33.61,Yes,No,None,0,Two Year,Bank Withdrawal,24.45,1730.65,0,0,2386.31,4116.96,3,No,72,4766,
1439-LCGVL,Female,42,No,Yes,0,United States,California,Los Angeles,34.051809,-118.383843,10,26,1.75,No,No,None,0,One Year,Credit Card,19.2,459.6,0,0,45.5,505.1,3,No,39,3656,
0909-SDHNU,Female,33,No,No,2,United States,California,Los Angeles,34.070291,-118.349191,0,7,0,No,Yes,Cable,19,Month-to-Month,Credit Card,29.8,201.95,0,0,0,201.95,3,No,56,4236,
4647-XXZAM,Female,41,No,Yes,1,United States,California,Los Angeles,34.002642,-118.287596,1,6,29.41,No,Yes,DSL,29,Month-to-Month,Credit Card,45.5,285.2,0,0,176.46,461.66,4,No,51,5450,
7740-KKCXF,Male,61,No,Yes,0,United States,California,Los Angeles,34.110845,-118.259595,9,51,0,No,Yes,DSL,6,Month-to-Month,Credit Card,30.05,1529.45,0,0,0,1529.45,4,No,21,5045,
5360-XGYAZ,Male,32,No,Yes,1,United States,California,Los Angeles,33.994524,-118.149953,1,72,0,No,Yes,DSL,16,Two Year,Bank Withdrawal,65.65,4664.5,0,60,0,4724.5,3,No,47,4934,
3557-HTYWR,Female,56,No,No,0,United States,California,Los Angeles,33.988543,-118.334081,0,47,45.67,Yes,Yes,DSL,3,Two Year,Credit Card,74.05,3496.3,0,0,2146.49,5642.79,4,No,75,2831,
1699-TLDLZ,Female,44,No,Yes,2,United States,California,Los Angeles,34.108455,-118.362081,10,16,7.14,No,No,None,0,Two Year,Credit Card,19.7,301.55,0,0,114.24,415.79,3,No,43,5293,
5600-PDUJF,Male,60,No,No,0,United States,California,Los Angeles,33.958149,-118.308441,0,6,26.76,No,Yes,DSL,22,Month-to-Month,Credit Card,49.5,312.7,0,0,160.56,473.26,5,No,75,5552,
0567-XRHCU,Female,19,No,Yes,1,United States,California,Los Angeles,34.091829,-118.491244,7,69,0,No,Yes,DSL,59,Two Year,Credit Card,43.95,2960.1,0,0,0,2960.1,3,No,73,4479,
2067-QYTCF,Female,41,No,Yes,0,United States,California,Los Angeles,34.061918,-118.277939,4,64,8.6,Yes,Yes,Fiber Optic,21,Month-to-Month,Bank Withdrawal,111.15,6953.4,0,0,550.4,7503.8,4,No,55,5455,
7407-SUJIZ,Male,33,No,No,0,United States,California,Los Angeles,33.92128,-118.274186,0,25,13.36,No,No,None,0,Month-to-Month,Credit Card,20.6,541.5,0,0,334,875.5,3,No,50,2305,
9150-KPBJQ,Female,43,No,No,0,United States,California,Los Angeles,34.003553,-118.308933,0,6,29.09,No,No,None,0,Two Year,Credit Card,19.65,116.85,0,0,174.54,291.39,5,No,27,3945,
0052-DCKON,Male,28,No,Yes,0,United States,California,Los Angeles,34.044271,-118.185237,9,66,43.77,Yes,Yes,Fiber Optic,41,One Year,Bank Withdrawal,115.8,7942.15,0,0,2888.82,10830.97,3,No,42,5845,
3654-ARMGP,Female,60,No,No,0,United States,California,Los Angeles,34.037251,-118.423573,0,61,19.58,Yes,Yes,DSL,22,Two Year,Credit Card,88.65,5321.25,0,0,1194.38,6515.63,4,No,79,4730,
9367-TCUYN,Female,25,No,No,0,United States,California,Los Angeles,34.002028,-118.430656,0,12,8.82,No,No,None,0,Month-to-Month,Credit Card,20.1,223.6,0,0,105.84,329.44,4,No,32,5179,
0708-SJDIS,Female,32,No,No,0,United States,California,West Hollywood,34.093781,-118.381061,0,34,45.28,Yes,Yes,Cable,27,Month-to-Month,Credit Card,65,2157.5,0,0,1539.52,3697.02,5,No,55,5567,
2073-QBVBI,Female,59,No,Yes,0,United States,California,Los Angeles,34.102084,-118.451629,10,41,0,No,Yes,Cable,17,One Year,Credit Card,35.45,1391.65,0,0,0,1391.65,4,No,80,2954,
6928-ONTRW,Female,53,No,Yes,1,United States,California,Bell,33.970343,-118.171368,9,72,48.04,No,No,None,0,Two Year,Credit Card,19.7,1379.8,0,0,3458.88,4838.68,3,No,33,5451,
5231-FIQPA,Female,53,No,No,0,United States,California,Beverly Hills,34.063947,-118.383001,0,41,2.32,No,No,None,0,Two Year,Credit Card,19.85,810.45,0,0,95.12,905.57,5,No,40,3523,
6617-WLBQC,Female,51,No,Yes,3,United States,California,Beverly Hills,34.062095,-118.401508,3,23,5.7,Yes,Yes,Fiber Optic,30,One Year,Credit Card,81.85,1810.85,0,0,131.1,1941.95,4,No,80,5939,
2599-CIPQE,Male,36,No,Yes,3,United States,California,Compton,33.88151,-118.234451,4,71,28.47,No,Yes,Fiber Optic,57,Two Year,Credit Card,109.3,7782.85,0,70,2021.37,9874.22,3,No,61,5737,
8774-GSBUN,Male,40,No,Yes,0,United States,California,Compton,33.912246,-118.236773,8,72,4.15,Yes,No,None,0,Two Year,Credit Card,25.4,1797.1,0,0,298.8,2095.9,5,No,46,6011,
7326-RIGQZ,Male,48,No,Yes,3,United States,California,Culver City,33.993991,-118.39704,9,6,38.5,No,Yes,Fiber Optic,20,Month-to-Month,Bank Withdrawal,69.8,377.85,0,0,231,608.85,4,No,62,2651,
1401-FTHFQ,Male,64,No,Yes,1,United States,California,Culver City,34.019323,-118.391902,2,23,24.22,No,No,None,0,One Year,Credit Card,20,445.3,0,0,557.06,1002.36,5,No,62,2170,
0254-FNMCI,Female,19,No,No,0,United States,California,Downey,33.940884,-118.128628,0,72,41.91,No,Yes,Fiber Optic,73,Two Year,Bank Withdrawal,109.9,7624.2,0,0,3017.52,10641.72,4,No,37,5234,
1848-LBZHY,Female,19,No,Yes,0,United States,California,Downey,33.921793,-118.140588,7,7,33.24,No,Yes,DSL,53,Month-to-Month,Bank Withdrawal,50.3,355.1,0,0,232.68,587.78,3,No,42,2547,
8118-TJAFG,Male,33,No,Yes,1,United States,California,Gardena,33.890853,-118.297967,1,9,36.94,No,Yes,Fiber Optic,16,Month-to-Month,Bank Withdrawal,101.5,906.85,0,0,332.46,1239.31,3,No,60,2757,
5429-LWCMV,Female,52,No,No,0,United States,California,Gardena,33.876482,-118.284077,0,12,34.73,Yes,Yes,Fiber Optic,6,Month-to-Month,Bank Withdrawal,89.15,1057.55,0,70,416.76,1544.31,5,No,80,4041,
7298-IZWLY,Female,43,No,No,0,United States,California,Gardena,33.90139,-118.315697,0,1,23.97,No,No,None,0,Month-to-Month,Credit Card,19.4,19.4,0,0,23.97,43.37,4,No,25,2742,
3955-JBZZM,Male,45,No,No,0,United States,California,Hermosa Beach,33.86532,-118.396336,0,20,45.39,No,Yes,Fiber Optic,24,Month-to-Month,Bank Withdrawal,78.8,1641.3,0,0,907.8,2549.1,3,No,80,2317,
4815-TUMEQ,Female,25,No,No,0,United States,California,Lynwood,33.923573,-118.200669,0,10,45.42,No,No,None,0,One Year,Credit Card,19.3,185.2,0,0,454.2,639.4,4,No,38,4190,
9909-IDLEK,Male,32,No,Yes,3,United States,California,Malibu,34.074572,-118.831181,7,20,42.06,Yes,Yes,Fiber Optic,23,Month-to-Month,Credit Card,96.8,1826.7,0,0,841.2,2667.9,4,No,26,3222,
4092-OFQZS,Male,27,No,Yes,0,United States,California,Manhattan Beach,33.889632,-118.39737,8,20,46.47,No,No,None,0,One Year,Credit Card,20.65,417.5,0,0,929.4,1346.9,3,No,40,4147,
1561-BWHIN,Male,33,No,Yes,1,United States,California,Maywood,33.988572,-118.186565,1,19,13.13,No,No,None,0,One Year,Credit Card,19.8,344.5,0,0,249.47,593.97,5,No,27,4464,
9927-DSWDF,Male,53,No,Yes,0,United States,California,Palos Verdes Peninsula,33.788208,-118.404955,1,22,49.66,No,Yes,Fiber Optic,3,Month-to-Month,Bank Withdrawal,104.6,2180.55,0,0,1092.52,3273.07,3,No,68,2429,
9500-LTVBP,Female,63,No,No,0,United States,California,Rancho Palos Verdes,33.753146,-118.367459,0,35,13.14,Yes,Yes,Fiber Optic,6,Month-to-Month,Credit Card,80.05,2835.9,0,0,459.9,3295.8,5,No,31,3999,
7252-NTGSS,Female,43,No,No,0,United States,California,Redondo Beach,33.830453,-118.384565,0,1,42.34,No,Yes,DSL,10,Month-to-Month,Credit Card,45.15,45.15,0,0,42.34,87.49,3,No,48,4131,
8149-AIQCG,Male,43,No,No,0,United States,California,Redondo Beach,33.873395,-118.37019,0,39,8.69,Yes,Yes,Fiber Optic,24,Month-to-Month,Credit Card,73.15,2730.85,0,0,338.91,3069.76,5,No,62,3271,
0899-WZRSD,Male,31,No,No,0,United States,California,Marina Del Rey,33.977468,-118.445475,0,56,37.99,Yes,Yes,Fiber Optic,24,Month-to-Month,Credit Card,105.35,5794.45,0,0,2127.44,7921.89,3,No,31,5680,
3255-GRXMG,Male,58,No,No,2,United States,California,Playa Del Rey,33.947305,-118.439841,0,18,34.07,No,Yes,DSL,28,Month-to-Month,Credit Card,45.65,747.2,0,40,613.26,1400.46,5,No,75,4403,
4828-FAZPK,Female,30,No,Yes,2,United States,California,Inglewood,33.956445,-118.358634,1,16,49.85,Yes,Yes,Fiber Optic,69,Month-to-Month,Credit Card,79.95,1267.95,0,0,797.6,2065.55,4,No,65,3855,
6094-ZIVKX,Female,45,No,No,0,United States,California,Inglewood,33.975332,-118.355252,0,68,17.41,No,Yes,Cable,27,One Year,Credit Card,54.45,3674.95,0,0,1183.88,4858.83,4,No,45,6309,
3262-EIDHV,Female,46,No,Yes,1,United States,California,Inglewood,33.936827,-118.359824,1,72,24.9,Yes,Yes,DSL,19,Two Year,Credit Card,84.7,5893.9,0,0,1792.8,7686.7,4,No,49,6375,
7354-OIJLX,Male,52,No,No,0,United States,California,Inglewood,33.958134,-118.330905,0,9,7.32,Yes,Yes,Fiber Optic,11,Month-to-Month,Bank Withdrawal,75.85,724.65,0,0,65.88,790.53,5,No,70,5212,
1376-HHBDV,Female,37,No,No,0,United States,California,Santa Monica,34.015481,-118.493231,0,30,10.74,No,Yes,DSL,13,Month-to-Month,Credit Card,48.8,1536.75,0,0,322.2,1858.95,3,No,71,4864,
6133-OZILE,Female,45,No,No,0,United States,California,Santa Monica,34.031529,-118.491156,0,18,0,No,Yes,DSL,11,Month-to-Month,Bank Withdrawal,35.2,607.3,0,50,0,657.3,3,No,32,5381,
7191-ADRGF,Male,63,No,Yes,0,United States,California,Torrance,33.867257,-118.330794,1,44,0,No,Yes,Cable,18,Two Year,Bank Withdrawal,54.3,2390.45,0,0,0,2390.45,3,No,64,3222,
5018-LXQQG,Female,47,No,Yes,2,United States,California,Torrance,33.807882,-118.347957,1,30,16.48,No,Yes,DSL,17,Month-to-Month,Bank Withdrawal,66.3,1923.5,0,0,494.4,2417.9,3,No,80,4631,
6892-BOGQE,Female,44,No,Yes,0,United States,California,Whittier,34.007353,-118.033683,0,71,14.91,No,No,None,0,Two Year,Bank Withdrawal,20.9,1493.2,0,0,1058.61,2551.81,4,No,53,4030,
1746-TGTWV,Male,32,No,Yes,0,United States,California,Whittier,33.929704,-118.01208,1,1,38.89,No,Yes,Fiber Optic,9,Month-to-Month,Credit Card,75.35,75.35,0,0,38.89,114.24,5,No,70,3514,
8050-WYBND,Female,55,No,No,2,United States,California,Whittier,33.976678,-118.065875,0,22,0,No,Yes,DSL,29,One Year,Credit Card,49.45,1031.4,0,0,0,1031.4,3,No,28,5941,
2821-WARNZ,Female,25,No,No,1,United States,California,Buena Park,33.845706,-118.012204,0,49,45.64,No,No,None,0,One Year,Credit Card,19.45,921.3,0,0,2236.36,3157.66,5,No,34,4170,
4879-GZLFH,Female,33,No,Yes,3,United States,California,Buena Park,33.874224,-117.993368,10,42,17.75,No,Yes,Fiber Optic,53,Month-to-Month,Bank Withdrawal,92.15,3875.4,0,0,745.5,4620.9,5,No,33,5697,
8314-HTWVE,Female,38,No,Yes,1,United States,California,Cypress,33.818477,-118.038307,2,7,35.26,No,No,None,0,Two Year,Credit Card,19.85,144.15,0,0,246.82,390.97,3,No,60,3973,
9402-ROUMJ,Female,52,No,Yes,3,United States,California,La Habra,33.940619,-117.9513,10,67,3.04,Yes,Yes,Fiber Optic,30,One Year,Bank Withdrawal,100.25,6689,0,0,203.68,6892.68,3,No,64,5588,
2507-QZPQS,Male,24,No,No,0,United States,California,La Mirada,33.902045,-118.008961,0,15,9.97,Yes,Yes,Fiber Optic,47,Month-to-Month,Bank Withdrawal,95.7,1451.1,0,0,149.55,1600.65,5,No,23,4999,
7159-NOKYQ,Male,42,No,Yes,0,United States,California,Montebello,34.015217,-118.109962,5,67,17.4,Yes,Yes,Fiber Optic,11,Two Year,Bank Withdrawal,93.15,6368.2,0,90,1165.8,7624,4,No,59,4001,
5707-ZMDJP,Male,61,No,Yes,2,United States,California,Norwalk,33.905963,-118.08263,3,53,31.69,No,Yes,DSL,16,Two Year,Credit Card,69.7,3729.6,0,0,1679.57,5409.17,4,No,27,4590,
8779-YIQQA,Male,38,No,Yes,1,United States,California,Pico Rivera,33.989524,-118.089299,10,21,18,No,No,None,0,One Year,Credit Card,19.8,350.1,0,0,378,728.1,3,No,47,3243,
7136-IHZJA,Female,30,No,Yes,2,United States,California,Santa Fe Springs,33.933565,-118.062611,4,40,29.14,No,Yes,DSL,48,Month-to-Month,Credit Card,71.35,2847.2,0,0,1165.6,4012.8,4,No,43,5807,
8966-OIQHG,Female,49,No,Yes,2,United States,California,Stanton,33.801869,-117.995068,8,22,45.35,No,No,None,0,One Year,Bank Withdrawal,20.75,452.35,0,0,997.7,1450.05,4,No,59,2258,
7074-STDCN,Male,25,No,No,0,United States,California,Artesia,33.867593,-118.080637,0,39,0,No,Yes,Cable,26,Month-to-Month,Bank Withdrawal,40.6,1494.5,0,0,0,1494.5,5,No,58,4436,
8739-QOTTN,Female,35,No,Yes,0,United States,California,Avalon,33.391181,-118.421305,3,2,5.42,No,No,None,0,Month-to-Month,Credit Card,20.35,41.85,0,0,10.84,52.69,4,No,74,5761,
1399-OUPJN,Female,43,No,Yes,2,United States,California,Bellflower,33.887676,-118.127289,3,57,12.26,No,No,None,0,Two Year,Bank Withdrawal,19.75,1272.05,0,0,698.82,1970.87,5,No,80,4235,
0277-BKSQP,Male,49,No,Yes,3,United States,California,Harbor City,33.798266,-118.300237,10,8,1.56,No,Yes,DSL,57,Month-to-Month,Bank Withdrawal,54.4,475.1,0,0,12.48,487.58,4,No,62,4854,
5774-XZTQC,Female,30,No,Yes,1,United States,California,Lakewood,33.841027,-118.078097,3,7,5.84,No,No,None,0,Month-to-Month,Credit Card,20.45,150.75,0,0,40.88,191.63,4,No,75,4484,
2676-SSLTO,Male,49,No,No,0,United States,California,Hawaiian Gardens,33.830431,-118.074071,0,49,17.77,Yes,Yes,DSL,13,Two Year,Bank Withdrawal,66.15,3199,0,0,870.73,4069.73,3,No,33,6138,
6266-QHOJZ,Female,47,No,No,0,United States,California,Lomita,33.794209,-118.317354,0,65,38.33,Yes,Yes,Fiber Optic,7,One Year,Bank Withdrawal,89.85,5844.65,0,0,2491.45,8336.1,3,No,77,6421,
7269-JISCY,Female,48,No,No,0,United States,California,Los Alamitos,33.79499,-118.065591,0,55,33.6,No,Yes,DSL,5,One Year,Bank Withdrawal,45.05,2462.6,0,0,1848,4310.6,3,No,39,4055,
0363-SVHYR,Male,28,No,Yes,3,United States,California,Paramount,33.897122,-118.164432,10,71,10.11,Yes,Yes,DSL,59,Two Year,Bank Withdrawal,86.85,6263.8,0,0,717.81,6981.61,4,No,60,6452,
8547-NSBBO,Male,62,No,No,0,United States,California,San Pedro,33.736387,-118.284363,0,35,39.87,Yes,Yes,Fiber Optic,23,Month-to-Month,Credit Card,96.75,3403.4,0,130,1395.45,4928.85,3,No,37,5154,
6591-QGOYB,Male,29,No,No,0,United States,California,Surfside,33.728273,-118.085304,0,17,38.78,Yes,Yes,Fiber Optic,59,Month-to-Month,Bank Withdrawal,106.65,1672.1,0,0,659.26,2331.36,3,No,25,2754,
9070-BCKQP,Female,20,No,Yes,0,United States,California,Wilmington,33.782068,-118.262263,5,72,23.7,Yes,Yes,Fiber Optic,85,Two Year,Credit Card,110.15,7881.2,0,0,1706.4,9587.6,3,No,21,4498,
6421-SZVEM,Female,30,No,Yes,1,United States,California,Carson,33.822295,-118.26411,4,28,16.13,No,Yes,Fiber Optic,69,One Year,Bank Withdrawal,82.85,2320.8,0,0,451.64,2772.44,3,No,75,5802,
1328-EUZHC,Female,59,No,Yes,0,United States,California,Carson,33.859171,-118.252272,4,18,25.54,No,No,None,0,Two Year,Credit Card,20.1,370.5,0,0,459.72,830.22,4,No,30,4329,
8878-RYUKI,Female,30,No,No,0,United States,California,Long Beach,33.760458,-118.129725,0,52,9.37,No,Yes,DSL,59,Month-to-Month,Bank Withdrawal,59.45,3043.7,0,0,487.24,3530.94,3,No,40,6107,
9633-DENPU,Female,53,No,Yes,0,United States,California,Long Beach,33.783047,-118.1486,8,47,3.2,No,Yes,Cable,18,Month-to-Month,Bank Withdrawal,58.6,2723.4,0,0,150.4,2873.8,4,No,33,2613,
7811-JIVPF,Female,44,No,No,0,United States,California,Long Beach,33.864622,-118.179626,0,23,42.26,No,Yes,Cable,2,Month-to-Month,Credit Card,49.7,1081.25,0,150,971.98,2203.23,5,No,47,4790,
7113-HIPFI,Male,59,No,Yes,2,United States,California,Long Beach,33.802664,-118.179971,10,66,26.91,No,Yes,Cable,30,Two Year,Credit Card,65.85,4097.05,0,0,1776.06,5873.11,3,No,53,5500,
8541-QVFKM,Female,22,No,No,0,United States,California,Long Beach,33.830099,-118.182239,0,8,17.3,Yes,Yes,Fiber Optic,41,Month-to-Month,Bank Withdrawal,73.5,632.2,0,0,138.4,770.6,3,No,61,5777,
9258-CNWAC,Female,23,No,Yes,2,United States,California,Long Beach,33.781086,-118.199049,2,71,4.32,Yes,Yes,Fiber Optic,41,Two Year,Credit Card,113.65,8166.8,0,0,306.72,8473.52,4,No,27,6208,
6374-AFWOX,Male,23,No,Yes,0,United States,California,Long Beach,33.797638,-118.11662,3,46,46.71,No,Yes,Cable,41,Two Year,Credit Card,65.65,3047.15,0,0,2148.66,5195.81,4,No,79,2680,
5317-FLPJF,Female,25,No,No,0,United States,California,Altadena,34.196837,-118.142236,0,66,0,No,Yes,DSL,73,Two Year,Bank Withdrawal,61.35,4193.4,0,130,0,4323.4,3,No,67,4824,
7621-VPNET,Female,60,No,Yes,0,United States,California,Arcadia,34.137319,-118.029837,8,42,20.58,Yes,Yes,Fiber Optic,13,Month-to-Month,Credit Card,85.9,3729.75,0,0,864.36,4594.11,3,No,25,2219,
6034-YMTOB,Female,62,No,No,0,United States,California,Arcadia,34.128284,-118.047732,0,5,29.75,No,Yes,Fiber Optic,6,Month-to-Month,Credit Card,75.65,399.45,0,0,148.75,548.2,5,No,40,2296,
4903-CNOZC,Male,25,No,No,0,United States,California,La Canada Flintridge,34.234912,-118.153729,0,29,28.83,Yes,Yes,DSL,47,One Year,Credit Card,70.9,1964.6,0,0,836.07,2800.67,4,No,29,2064,
4353-HYOJD,Female,37,No,Yes,5,United States,California,Monrovia,34.1528,-118.000482,5,27,19.32,No,Yes,DSL,30,Month-to-Month,Credit Card,49.85,1336.15,0,0,521.64,1857.79,3,No,75,5580,
7267-FRMJW,Female,25,No,Yes,3,United States,California,Sierra Madre,34.168686,-118.057505,1,25,4.57,No,No,None,0,Two Year,Credit Card,20.1,486.05,0,0,114.25,600.3,3,No,46,5306,
4188-FRABG,Male,36,No,Yes,0,United States,California,Sunland,34.282704,-118.312929,4,57,31.79,Yes,Yes,Fiber Optic,13,Month-to-Month,Bank Withdrawal,103.05,5925.75,0,0,1812.03,7737.78,4,No,22,5586,
0620-DLSLK,Female,47,No,No,0,United States,California,Pasadena,34.167465,-118.165327,0,13,34.18,No,Yes,Fiber Optic,19,Month-to-Month,Credit Card,81.9,1028.9,0,0,444.34,1473.24,3,No,71,2054,
3850-OKINF,Male,42,No,Yes,3,United States,California,Pasadena,34.139402,-118.128658,0,71,37.03,Yes,Yes,DSL,26,One Year,Bank Withdrawal,66.2,4692.55,0,0,2629.13,7321.68,3,No,62,4756,
1156-ZFYDO,Female,57,No,No,0,United States,California,Glendale,34.17051,-118.289463,0,1,37.62,No,No,None,0,Month-to-Month,Bank Withdrawal,19.75,19.75,0,0,37.62,57.37,3,No,38,3666,
5549-ZGHFB,Male,33,No,Yes,1,United States,California,Glendale,34.13658,-118.245839,3,50,22.3,Yes,No,None,0,Two Year,Credit Card,24.95,1261.45,0,0,1115,2376.45,5,No,57,6019,
7577-SWIFR,Male,49,No,No,0,United States,California,Glendale,34.162515,-118.203869,0,1,16.64,No,Yes,Fiber Optic,2,Month-to-Month,Bank Withdrawal,89.25,89.25,0,0,16.64,105.89,5,No,28,5579,
0303-WMMRN,Male,32,No,No,0,United States,California,Glendale,34.182378,-118.262922,0,5,21.01,No,No,None,0,Month-to-Month,Credit Card,19.25,86.05,0,0,105.05,191.1,3,No,27,3056,
6408-OTUBZ,Female,44,No,No,0,United States,California,Glendale,34.195386,-118.238508,0,66,16.39,Yes,Yes,Fiber Optic,26,One Year,Bank Withdrawal,104.55,6779.05,0,0,1081.74,7860.79,3,No,53,4494,
5204-HMGYF,Female,32,No,Yes,2,United States,California,La Crescenta,34.239636,-118.245259,4,49,33.07,No,Yes,DSL,23,One Year,Credit Card,87.2,4345,0,0,1620.43,5965.43,3,No,68,4567,
3727-OVPRY,Male,32,No,Yes,3,United States,California,Calabasas,34.130861,-118.68346,3,66,42.84,Yes,No,None,0,One Year,Credit Card,25.7,1714.55,0,0,2827.44,4541.99,4,No,43,5517,
3797-FKOGQ,Male,31,No,No,2,United States,California,Canoga Park,34.19829,-118.602203,0,11,5.84,Yes,Yes,Fiber Optic,10,Month-to-Month,Bank Withdrawal,86.2,893.2,0,30,64.24,987.44,5,No,41,3157,
7622-NXQZR,Male,29,No,No,0,United States,California,Canoga Park,34.224377,-118.632656,0,28,0,No,Yes,DSL,48,Month-to-Month,Credit Card,30.1,810.85,0,0,0,810.85,4,No,31,2653,
6196-HBOBZ,Male,31,No,Yes,0,United States,California,Winnetka,34.209532,-118.577563,9,65,30.44,Yes,Yes,Fiber Optic,20,Two Year,Bank Withdrawal,99.35,6347.55,0,0,1978.6,8326.15,4,No,80,6300,
3970-XGJDU,Female,45,No,No,0,United States,California,West Hills,34.199787,-118.68493,0,62,24.03,No,No,None,0,Two Year,Credit Card,19.2,1123.65,0,0,1489.86,2613.51,4,No,64,4937,
7017-VFULY,Female,38,No,Yes,0,United States,California,Chatsworth,34.294142,-118.603883,9,2,32.86,No,No,None,0,Month-to-Month,Bank Withdrawal,20.1,43.15,0,0,65.72,108.87,3,No,26,4158,
5562-YJQGT,Female,57,No,No,0,United States,California,Encino,34.150354,-118.518292,0,2,2.46,No,No,None,0,Month-to-Month,Credit Card,20.35,35.1,0,0,4.92,40.02,5,No,40,3746,
8807-OPMBM,Female,36,No,Yes,3,United States,California,Newbury Park,34.172071,-118.946262,1,55,1.44,Yes,No,None,0,Two Year,Credit Card,25.65,1388,0,0,79.2,1467.2,5,No,42,4466,
8294-UIMBA,Female,64,No,No,0,United States,California,Northridge,34.236683,-118.517588,0,30,2.67,No,Yes,Fiber Optic,27,One Year,Bank Withdrawal,94.4,2638.1,0,0,80.1,2718.2,5,No,68,4584,
8109-YUOHE,Male,58,No,No,0,United States,California,Porter Ranch,34.281911,-118.556218,0,17,36.47,No,Yes,Cable,15,One Year,Credit Card,56.1,946.95,0,0,619.99,1566.94,3,No,56,5025,
5840-NVDCG,Female,32,No,Yes,1,United States,California,Pacoima,34.255442,-118.421314,10,16,20.12,No,Yes,Cable,30,Two Year,Bank Withdrawal,68.25,1114.85,0,0,321.92,1436.77,3,No,43,3559,
8092-NLTGF,Male,25,No,No,0,United States,California,Reseda,34.200175,-118.540958,0,72,29.29,Yes,No,None,0,Two Year,Bank Withdrawal,24.75,1777.6,0,0,2108.88,3886.48,5,No,35,5398,
5928-QLDHB,Male,48,No,No,0,United States,California,San Fernando,34.286131,-118.435969,0,9,34.75,Yes,Yes,Fiber Optic,3,Month-to-Month,Bank Withdrawal,76.25,684.85,0,0,312.75,997.6,5,No,62,2062,
